eta,surface,X_m,Y_m,Z_m,x_c
0.5,lower,0.9719,4.25,0.23849,0.03443
0.5,lower,0.99192,4.25,0.23254,0.04461
0.5,lower,1.01437,4.25,0.22673,0.05605
0.5,lower,1.03919,4.25,0.22109,0.06869
0.5,lower,1.0663,4.25,0.21564,0.08252
0.5,lower,1.09562,4.25,0.21039,0.09748
0.5,lower,1.12708,4.25,0.20538,0.11354
0.5,lower,1.16058,4.25,0.20063,0.13065
0.5,lower,1.19602,4.25,0.19618,0.14876
0.5,lower,1.23331,4.25,0.19207,0.16782
0.5,lower,1.27233,4.25,0.18834,0.18777
0.5,lower,1.31298,4.25,0.18502,0.20857
0.5,lower,1.35513,4.25,0.18217,0.23014
0.5,lower,1.39868,4.25,0.1798,0.25243
0.5,lower,1.44349,4.25,0.17797,0.27538
0.5,lower,1.48944,4.25,0.1767,0.29891
0.5,lower,1.5364,4.25,0.17602,0.32298
0.5,lower,1.58425,4.25,0.17596,0.34751
0.5,lower,1.63285,4.25,0.17652,0.37243
0.5,lower,1.68208,4.25,0.17771,0.39768
0.5,lower,1.7318,4.25,0.17954,0.4232
0.5,lower,1.78189,4.25,0.18201,0.44891
0.5,lower,1.83221,4.25,0.18509,0.47475
0.5,lower,1.88263,4.25,0.18876,0.50064
0.5,lower,1.93302,4.25,0.19299,0.52654
0.5,lower,1.98326,4.25,0.19776,0.55236
0.5,lower,2.03322,4.25,0.20301,0.57804
0.5,lower,2.08277,4.25,0.20869,0.60351
0.5,lower,2.13178,4.25,0.21476,0.62872
0.5,lower,2.18013,4.25,0.22115,0.65359
0.5,lower,2.22769,4.25,0.2278,0.67806
0.5,lower,2.27434,4.25,0.23466,0.70207
0.5,lower,2.31996,4.25,0.24166,0.72555
0.5,lower,2.36443,4.25,0.24873,0.74844
0.5,lower,2.40763,4.25,0.25582,0.77068
0.5,lower,2.44944,4.25,0.26285,0.79221
0.5,lower,2.48975,4.25,0.26979,0.81297
0.5,lower,2.52844,4.25,0.27656,0.8329
0.5,lower,2.56541,4.25,0.28312,0.85194
0.5,lower,2.60055,4.25,0.28943,0.87004
0.5,lower,2.63376,4.25,0.29544,0.88714
0.5,lower,2.66493,4.25,0.30112,0.9032
0.5,lower,2.69398,4.25,0.30643,0.91816
0.5,lower,2.72082,4.25,0.31134,0.93199
0.5,lower,2.74537,4.25,0.31584,0.94463
0.5,lower,2.76754,4.25,0.31991,0.95605
0.5,lower,2.78728,4.25,0.32352,0.96622
0.5,lower,2.80451,4.25,0.32667,0.97509
0.5,lower,2.81918,4.25,0.32935,0.98265
0.5,lower,2.83126,4.25,0.33155,0.98887
0.5,lower,2.84069,4.25,0.33326,0.99373
0.5,lower,2.84744,4.25,0.33449,0.99721
0.5,lower,2.85151,4.25,0.33523,0.9993
0.5,lower,2.85286,4.25,0.33547,1.0
0.55,upper,0.9939,4.675,0.31334,0.0
0.55,upper,0.99465,4.675,0.32036,0.00051
0.55,upper,0.99799,4.675,0.32759,0.00239
0.55,upper,1.00388,4.675,0.33504,0.00563
0.55,upper,1.01233,4.675,0.34272,0.01022
0.55,upper,1.02329,4.675,0.35063,0.01616
0.55,upper,1.03676,4.675,0.35876,0.02342
0.55,upper,1.05267,4.675,0.36711,0.03199
0.55,upper,1.071,4.675,0.37567,0.04184
0.55,upper,1.0917,4.675,0.38442,0.05295
0.55,upper,1.1147,4.675,0.39331,0.06528
0.55,upper,1.13996,4.675,0.40234,0.07881
0.55,upper,1.1674,4.675,0.41143,0.0935
0.55,upper,1.19695,4.675,0.42056,0.10932
0.55,upper,1.22854,4.675,0.42967,0.12621
0.55,upper,1.26209,4.675,0.43869,0.14413
0.55,upper,1.29751,4.675,0.44755,0.16305
0.55,upper,1.3347,4.675,0.4562,0.18291
0.55,upper,1.37358,4.675,0.46456,0.20365
0.55,upper,1.41403,4.675,0.47255,0.22522
0.55,upper,1.45596,4.675,0.48011,0.24757
0.55,upper,1.49925,4.675,0.48715,0.27063
0.55,upper,1.54378,4.675,0.49363,0.29435
0.55,upper,1.58944,4.675,0.49946,0.31865
0.55,upper,1.63611,4.675,0.50459,0.34347
0.55,upper,1.68364,4.675,0.50898,0.36875
0.55,upper,1.73192,4.675,0.51257,0.3944
0.55,upper,1.7808,4.675,0.51532,0.42037
0.55,upper,1.83014,4.675,0.51722,0.44656
0.55,upper,1.87981,4.675,0.51824,0.47292
0.55,upper,1.92967,4.675,0.51838,0.49936
0.55,upper,1.97956,4.675,0.51765,0.5258
0.55,upper,2.02934,4.675,0.51605,0.55217
0.55,upper,2.07886,4.675,0.51361,0.5784
0.55,upper,2.12799,4.675,0.51036,0.6044
0.55,upper,2.17657,4.675,0.50635,0.6301
0.55,upper,2.22447,4.675,0.50163,0.65543
0.55,upper,2.27154,4.675,0.49627,0.68031
0.55,upper,2.31765,4.675,0.49032,0.70467
0.55,upper,2.36266,4.675,0.48386,0.72844
0.55,upper,2.40646,4.675,0.47697,0.75156
0.55,upper,2.4489,4.675,0.46972,0.77396
0.55,upper,2.48989,4.675,0.46221,0.79557
0.55,upper,2.52929,4.675,0.45452,0.81635
0.55,upper,2.56701,4.675,0.44673,0.83623
0.55,upper,2.60294,4.675,0.43893,0.85517
0.55,upper,2.637,4.675,0.4312,0.87311
0.55,upper,2.66908,4.675,0.42362,0.89001
0.55,upper,2.69911,4.675,0.41627,0.90582
0.55,upper,2.72702,4.675,0.40923,0.92051
0.55,upper,2.75272,4.675,0.40256,0.93404
0.55,upper,2.77617,4.675,0.39633,0.94638
0.55,upper,2.7973,4.675,0.39059,0.95749
0.55,upper,2.81606,4.675,0.3854,0.96736
0.55,upper,2.83241,4.675,0.3808,0.97596
0.55,upper,2.84631,4.675,0.37685,0.98327
0.55,upper,2.85772,4.675,0.37356,0.98928
0.55,upper,2.86663,4.675,0.37098,0.99396
0.55,upper,2.87301,4.675,0.36911,0.99731
0.55,upper,2.87684,4.675,0.36799,0.99933
0.55,upper,2.87812,4.675,0.36762,1.0
0.55,lower,0.9939,4.675,0.31334,0.0
0.55,lower,0.99572,4.675,0.30652,0.00086
0.55,lower,1.00012,4.675,0.29988,0.00309
0.55,lower,1.00708,4.675,0.29341,0.00668
0.55,lower,1.01659,4.675,0.28711,0.01163
0.55,lower,1.02861,4.675,0.28096,0.01792
0.55,lower,1.04313,4.675,0.27496,0.02552
0.55,lower,1.0601,4.675,0.26911,0.03443
0.55,lower,1.07947,4.675,0.2634,0.04461
0.55,lower,1.10119,4.675,0.25785,0.05605
0.55,lower,1.12519,4.675,0.25246,0.06869
0.55,lower,1.15141,4.675,0.24726,0.08252
0.55,lower,1.17977,4.675,0.24226,0.09748
0.55,lower,1.21019,4.675,0.23749,0.11354
0.55,lower,1.24259,4.675,0.23299,0.13065
0.55,lower,1.27686,4.675,0.22878,0.14876
0.55,lower,1.31292,4.675,0.2249,0.16782
0.55,lower,1.35065,4.675,0.22139,0.18777
0.55,lower,1.38995,4.675,0.21829,0.20857
0.55,lower,1.4307,4.675,0.21563,0.23014
0.55,lower,1.4728,4.675,0.21346,0.25243
0.55,lower,1.51612,4.675,0.2118,0.27538
0.55,lower,1.56054,4.675,0.21069,0.29891
0.55,lower,1.60594,4.675,0.21015,0.32298
0.55,lower,1.65219,4.675,0.21021,0.34751
0.55,lower,1.69917,4.675,0.21087,0.37243
0.55,lower,1.74676,4.675,0.21215,0.39768
0.55,lower,1.79482,4.675,0.21405,0.4232
0.55,lower,1.84323,4.675,0.21656,0.44891
0.55,lower,1.89186,4.675,0.21966,0.47475
0.55,lower,1.9406,4.675,0.22334,0.50064
0.55,lower,1.9893,4.675,0.22756,0.52654
0.55,lower,2.03785,4.675,0.23229,0.55236
0.55,lower,2.08613,4.675,0.23749,0.57804
0.55,lower,2.13401,4.675,0.24311,0.60351
0.55,lower,2.18137,4.675,0.2491,0.62872
0.55,lower,2.22809,4.675,0.2554,0.65359
0.55,lower,2.27405,4.675,0.26195,0.67806
0.55,lower,2.31913,4.675,0.2687,0.70207
0.55,lower,2.36322,4.675,0.27558,0.72555
0.55,lower,2.40618,4.675,0.28253,0.74844
0.55,lower,2.44793,4.675,0.28949,0.77068
0.55,lower,2.48833,4.675,0.2964,0.79221
0.55,lower,2.52727,4.675,0.3032,0.81297
0.55,lower,2.56466,4.675,0.30985,0.8329
0.55,lower,2.60038,4.675,0.31628,0.85194
0.55,lower,2.63433,4.675,0.32247,0.87004
0.55,lower,2.66641,4.675,0.32836,0.88714
0.55,lower,2.69654,4.675,0.33393,0.9032
0.55,lower,2.72461,4.675,0.33914,0.91816
0.55,lower,2.75054,4.675,0.34396,0.93199
0.55,lower,2.77425,4.675,0.34837,0.94463
0.55,lower,2.79568,4.675,0.35235,0.95605
0.55,lower,2.81474,4.675,0.3559,0.96622
0.55,lower,2.83139,4.675,0.35898,0.97509
0.55,lower,2.84557,4.675,0.36161,0.98265
0.55,lower,2.85724,4.675,0.36377,0.98887
0.55,lower,2.86635,4.675,0.36545,0.99373
0.55,lower,2.87288,4.675,0.36665,0.99721
0.55,lower,2.87681,4.675,0.36737,0.9993
0.55,lower,2.87812,4.675,0.36762,1.0
0.6,upper,1.08426,5.1,0.34233,0.0
0.6,upper,1.08498,5.1,0.34912,0.00051
0.6,upper,1.08818,5.1,0.35611,0.00239
0.6,upper,1.09385,5.1,0.36332,0.00563
0.6,upper,1.10198,5.1,0.37075,0.01022
0.6,upper,1.11255,5.1,0.37841,0.01616
0.6,upper,1.12553,5.1,0.3863,0.02342
0.6,upper,1.14087,5.1,0.3944,0.03199
0.6,upper,1.15855,5.1,0.40271,0.04184
0.6,upper,1.17851,5.1,0.41121,0.05295
0.6,upper,1.2007,5.1,0.41986,0.06528
0.6,upper,1.22506,5.1,0.42863,0.07881
0.6,upper,1.25153,5.1,0.43749,0.0935
0.6,upper,1.28004,5.1,0.44638,0.10932
0.6,upper,1.31052,5.1,0.45525,0.12621
0.6,upper,1.34289,5.1,0.46404,0.14413
0.6,upper,1.37706,5.1,0.47269,0.16305
0.6,upper,1.41295,5.1,0.48113,0.18291
0.6,upper,1.45047,5.1,0.4893,0.20365
0.6,upper,1.48951,5.1,0.49712,0.22522
0.6,upper,1.52997,5.1,0.50452,0.24757
0.6,upper,1.57175,5.1,0.51143,0.27063
0.6,upper,1.61473,5.1,0.5178,0.29435
0.6,upper,1.6588,5.1,0.52354,0.31865
0.6,upper,1.70384,5.1,0.52862,0.34347
0.6,upper,1.74973,5.1,0.53297,0.36875
0.6,upper,1.79633,5.1,0.53656,0.3944
0.6,upper,1.84352,5.1,0.53934,0.42037
0.6,upper,1.89116,5.1,0.5413,0.44656
0.6,upper,1.93911,5.1,0.54241,0.47292
0.6,upper,1.98724,5.1,0.54268,0.49936
0.6,upper,2.03541,5.1,0.54209,0.5258
0.6,upper,2.08348,5.1,0.54067,0.55217
0.6,upper,2.1313,5.1,0.53844,0.5784
0.6,upper,2.17874,5.1,0.53543,0.6044
0.6,upper,2.22566,5.1,0.53168,0.6301
0.6,upper,2.27192,5.1,0.52725,0.65543
0.6,upper,2.31738,5.1,0.52218,0.68031
0.6,upper,2.36191,5.1,0.51656,0.70467
0.6,upper,2.40539,5.1,0.51043,0.72844
0.6,upper,2.4477,5.1,0.50389,0.75156
0.6,upper,2.4887,5.1,0.497,0.77396
0.6,upper,2.52828,5.1,0.48986,0.79557
0.6,upper,2.56635,5.1,0.48253,0.81635
0.6,upper,2.60279,5.1,0.4751,0.83623
0.6,upper,2.6375,5.1,0.46766,0.85517
0.6,upper,2.6704,5.1,0.46028,0.87311
0.6,upper,2.7014,5.1,0.45305,0.89001
0.6,upper,2.73041,5.1,0.44603,0.90582
0.6,upper,2.75737,5.1,0.4393,0.92051
0.6,upper,2.78221,5.1,0.43292,0.93404
0.6,upper,2.80486,5.1,0.42697,0.94638
0.6,upper,2.82528,5.1,0.42148,0.95749
0.6,upper,2.8434,5.1,0.41651,0.96736
0.6,upper,2.8592,5.1,0.41212,0.97596
0.6,upper,2.87263,5.1,0.40834,0.98327
0.6,upper,2.88366,5.1,0.40519,0.98928
0.6,upper,2.89227,5.1,0.40272,0.99396
0.6,upper,2.89843,5.1,0.40094,0.99731
0.6,upper,2.90213,5.1,0.39986,0.99933
0.6,upper,2.90336,5.1,0.3995,1.0
0.6,lower,1.08426,5.1,0.34233,0.0
0.6,lower,1.08604,5.1,0.33575,0.00086
0.6,lower,1.0903,5.1,0.32935,0.00309
0.6,lower,1.09704,5.1,0.32313,0.00668
0.6,lower,1.10623,5.1,0.31707,0.01163
0.6,lower,1.11787,5.1,0.31116,0.01792
0.6,lower,1.1319,5.1,0.30541,0.02552
0.6,lower,1.1483,5.1,0.2998,0.03443
0.6,lower,1.16701,5.1,0.29434,0.04461
0.6,lower,1.18799,5.1,0.28903,0.05605
0.6,lower,1.21118,5.1,0.28389,0.06869
0.6,lower,1.23651,5.1,0.27893,0.08252
0.6,lower,1.26391,5.1,0.27418,0.09748
0.6,lower,1.29329,5.1,0.26965,0.11354
0.6,lower,1.32458,5.1,0.26538,0.13065
0.6,lower,1.35768,5.1,0.2614,0.14876
0.6,lower,1.3925,5.1,0.25775,0.16782
0.6,lower,1.42894,5.1,0.25446,0.18777
0.6,lower,1.4669,5.1,0.25156,0.20857
0.6,lower,1.50625,5.1,0.2491,0.23014
0.6,lower,1.5469,5.1,0.24711,0.25243
0.6,lower,1.58873,5.1,0.24562,0.27538
0.6,lower,1.63162,5.1,0.24466,0.29891
0.6,lower,1.67546,5.1,0.24425,0.32298
0.6,lower,1.72012,5.1,0.24442,0.34751
0.6,lower,1.76548,5.1,0.24518,0.37243
0.6,lower,1.81142,5.1,0.24654,0.39768
0.6,lower,1.85782,5.1,0.24849,0.4232
0.6,lower,1.90455,5.1,0.25104,0.44891
0.6,lower,1.9515,5.1,0.25415,0.47475
0.6,lower,1.99854,5.1,0.25783,0.50064
0.6,lower,2.04556,5.1,0.26203,0.52654
0.6,lower,2.09242,5.1,0.26672,0.55236
0.6,lower,2.13902,5.1,0.27186,0.57804
0.6,lower,2.18524,5.1,0.27741,0.60351
0.6,lower,2.23095,5.1,0.28331,0.62872
0.6,lower,2.27604,5.1,0.28951,0.65359
0.6,lower,2.3204,5.1,0.29596,0.67806
0.6,lower,2.36391,5.1,0.30259,0.70207
0.6,lower,2.40645,5.1,0.30934,0.72555
0.6,lower,2.44792,5.1,0.31616,0.74844
0.6,lower,2.48821,5.1,0.32298,0.77068
0.6,lower,2.5272,5.1,0.32975,0.79221
0.6,lower,2.56478,5.1,0.33642,0.81297
0.6,lower,2.60086,5.1,0.34293,0.8329
0.6,lower,2.63534,5.1,0.34924,0.85194
0.6,lower,2.6681,5.1,0.3553,0.87004
0.6,lower,2.69906,5.1,0.36107,0.88714
0.6,lower,2.72813,5.1,0.36652,0.9032
0.6,lower,2.75522,5.1,0.37162,0.91816
0.6,lower,2.78025,5.1,0.37634,0.93199
0.6,lower,2.80313,5.1,0.38066,0.94463
0.6,lower,2.82381,5.1,0.38456,0.95605
0.6,lower,2.84221,5.1,0.38803,0.96622
0.6,lower,2.85828,5.1,0.39105,0.97509
0.6,lower,2.87196,5.1,0.39362,0.98265
0.6,lower,2.88322,5.1,0.39573,0.98887
0.6,lower,2.89201,5.1,0.39738,0.99373
0.6,lower,2.89831,5.1,0.39856,0.99721
0.6,lower,2.9021,5.1,0.39927,0.9993
0.6,lower,2.90336,5.1,0.3995,1.0
0.65,upper,1.17463,5.525,0.37142,0.0
0.65,upper,1.1753,5.525,0.37796,0.00051
0.65,upper,1.17837,5.525,0.38471,0.00239
0.65,upper,1.18382,5.525,0.39167,0.00563
0.65,upper,1.19164,5.525,0.39886,0.01022
0.65,upper,1.20182,5.525,0.40628,0.01616
0.65,upper,1.21431,5.525,0.41391,0.02342
0.65,upper,1.22909,5.525,0.42177,0.03199
0.65,upper,1.24611,5.525,0.42983,0.04184
0.65,upper,1.26534,5.525,0.43807,0.05295
0.65,upper,1.28671,5.525,0.44646,0.06528
0.65,upper,1.31018,5.525,0.45499,0.07881
0.65,upper,1.33568,5.525,0.46359,0.0935
0.65,upper,1.36316,5.525,0.47223,0.10932
0.65,upper,1.39252,5.525,0.48087,0.12621
0.65,upper,1.42371,5.525,0.48943,0.14413
0.65,upper,1.45664,5.525,0.49785,0.16305
0.65,upper,1.49123,5.525,0.50609,0.18291
0.65,upper,1.52738,5.525,0.51406,0.20365
0.65,upper,1.56501,5.525,0.52169,0.22522
0.65,upper,1.604,5.525,0.52893,0.24757
0.65,upper,1.64427,5.525,0.53571,0.27063
0.65,upper,1.68571,5.525,0.54195,0.29435
0.65,upper,1.72819,5.525,0.5476,0.31865
0.65,upper,1.77161,5.525,0.55261,0.34347
0.65,upper,1.81584,5.525,0.55692,0.36875
0.65,upper,1.86077,5.525,0.5605,0.3944
0.65,upper,1.90627,5.525,0.5633,0.42037
0.65,upper,1.9522,5.525,0.56531,0.44656
0.65,upper,1.99844,5.525,0.56651,0.47292
0.65,upper,2.04485,5.525,0.56688,0.49936
0.65,upper,2.0913,5.525,0.56644,0.5258
0.65,upper,2.13766,5.525,0.56519,0.55217
0.65,upper,2.18378,5.525,0.56316,0.5784
0.65,upper,2.22953,5.525,0.56038,0.6044
0.65,upper,2.27478,5.525,0.55688,0.6301
0.65,upper,2.3194,5.525,0.55272,0.65543
0.65,upper,2.36325,5.525,0.54796,0.68031
0.65,upper,2.40621,5.525,0.54264,0.70467
0.65,upper,2.44815,5.525,0.53685,0.72844
0.65,upper,2.48895,5.525,0.53064,0.75156
0.65,upper,2.52851,5.525,0.52411,0.77396
0.65,upper,2.5667,5.525,0.51731,0.79557
0.65,upper,2.60343,5.525,0.51034,0.81635
0.65,upper,2.63858,5.525,0.50327,0.83623
0.65,upper,2.67207,5.525,0.49619,0.85517
0.65,upper,2.70382,5.525,0.48916,0.87311
0.65,upper,2.73372,5.525,0.48226,0.89001
0.65,upper,2.76172,5.525,0.47556,0.90582
0.65,upper,2.78773,5.525,0.46914,0.92051
0.65,upper,2.8117,5.525,0.46306,0.93404
0.65,upper,2.83356,5.525,0.45737,0.94638
0.65,upper,2.85326,5.525,0.45213,0.95749
0.65,upper,2.87075,5.525,0.44739,0.96736
0.65,upper,2.886,5.525,0.44319,0.97596
0.65,upper,2.89895,5.525,0.43957,0.98327
0.65,upper,2.9096,5.525,0.43657,0.98928
0.65,upper,2.9179,5.525,0.43421,0.99396
0.65,upper,2.92385,5.525,0.43251,0.99731
0.65,upper,2.92742,5.525,0.43148,0.99933
0.65,upper,2.92861,5.525,0.43113,1.0
0.65,lower,1.17463,5.525,0.37142,0.0
0.65,lower,1.17636,5.525,0.36507,0.00086
0.65,lower,1.18048,5.525,0.35891,0.00309
0.65,lower,1.187,5.525,0.35293,0.00668
0.65,lower,1.19588,5.525,0.34711,0.01163
0.65,lower,1.20711,5.525,0.34144,0.01792
0.65,lower,1.22066,5.525,0.33593,0.02552
0.65,lower,1.23648,5.525,0.33056,0.03443
0.65,lower,1.25454,5.525,0.32534,0.04461
0.65,lower,1.27479,5.525,0.32028,0.05605
0.65,lower,1.29716,5.525,0.31538,0.06869
0.65,lower,1.3216,5.525,0.31066,0.08252
0.65,lower,1.34803,5.525,0.30614,0.09748
0.65,lower,1.37637,5.525,0.30185,0.11354
0.65,lower,1.40656,5.525,0.29782,0.13065
0.65,lower,1.43849,5.525,0.29407,0.14876
0.65,lower,1.47207,5.525,0.29063,0.16782
0.65,lower,1.50722,5.525,0.28755,0.18777
0.65,lower,1.54382,5.525,0.28485,0.20857
0.65,lower,1.58178,5.525,0.28258,0.23014
0.65,lower,1.62099,5.525,0.28076,0.25243
0.65,lower,1.66132,5.525,0.27943,0.27538
0.65,lower,1.70269,5.525,0.27861,0.29891
0.65,lower,1.74496,5.525,0.27833,0.32298
0.65,lower,1.78802,5.525,0.27861,0.34751
0.65,lower,1.83176,5.525,0.27945,0.37243
0.65,lower,1.87605,5.525,0.28088,0.39768
0.65,lower,1.92079,5.525,0.28288,0.4232
0.65,lower,1.96585,5.525,0.28545,0.44891
0.65,lower,2.01111,5.525,0.28857,0.47475
0.65,lower,2.05646,5.525,0.29224,0.50064
0.65,lower,2.10179,5.525,0.2964,0.52654
0.65,lower,2.14697,5.525,0.30105,0.55236
0.65,lower,2.19189,5.525,0.30612,0.57804
0.65,lower,2.23644,5.525,0.31159,0.60351
0.65,lower,2.28051,5.525,0.3174,0.62872
0.65,lower,2.32398,5.525,0.32349,0.65359
0.65,lower,2.36673,5.525,0.32982,0.67806
0.65,lower,2.40867,5.525,0.33632,0.70207
0.65,lower,2.44968,5.525,0.34294,0.72555
0.65,lower,2.48965,5.525,0.34962,0.74844
0.65,lower,2.52848,5.525,0.3563,0.77068
0.65,lower,2.56606,5.525,0.36293,0.79221
0.65,lower,2.60228,5.525,0.36945,0.81297
0.65,lower,2.63706,5.525,0.37582,0.8329
0.65,lower,2.67028,5.525,0.38199,0.85194
0.65,lower,2.70186,5.525,0.38791,0.87004
0.65,lower,2.73171,5.525,0.39356,0.88714
0.65,lower,2.75972,5.525,0.39889,0.9032
0.65,lower,2.78583,5.525,0.40387,0.91816
0.65,lower,2.80995,5.525,0.40849,0.93199
0.65,lower,2.83201,5.525,0.41271,0.94463
0.65,lower,2.85193,5.525,0.41652,0.95605
0.65,lower,2.86967,5.525,0.41991,0.96622
0.65,lower,2.88516,5.525,0.42287,0.97509
0.65,lower,2.89834,5.525,0.42539,0.98265
0.65,lower,2.90919,5.525,0.42745,0.98887
0.65,lower,2.91767,5.525,0.42906,0.99373
0.65,lower,2.92374,5.525,0.43021,0.99721
0.65,lower,2.92739,5.525,0.4309,0.9993
0.65,lower,2.92861,5.525,0.43113,1.0
0.7,upper,1.265,5.95,0.40058,0.0
0.7,upper,1.26562,5.95,0.40688,0.00051
0.7,upper,1.26856,5.95,0.41339,0.00239
0.7,upper,1.2738,5.95,0.42011,0.00563
0.7,upper,1.28131,5.95,0.42705,0.01022
0.7,upper,1.29109,5.95,0.43422,0.01616
0.7,upper,1.3031,5.95,0.44161,0.02342
0.7,upper,1.31731,5.95,0.44921,0.03199
0.7,upper,1.33368,5.95,0.45701,0.04184
0.7,upper,1.35217,5.95,0.46499,0.05295
0.7,upper,1.37274,5.95,0.47313,0.06528
0.7,upper,1.39532,5.95,0.4814,0.07881
0.7,upper,1.41985,5.95,0.48975,0.0935
0.7,upper,1.44628,5.95,0.49814,0.10932
0.7,upper,1.47454,5.95,0.50653,0.12621
0.7,upper,1.50456,5.95,0.51485,0.14413
0.7,upper,1.53624,5.95,0.52305,0.16305
0.7,upper,1.56953,5.95,0.53106,0.18291
0.7,upper,1.60432,5.95,0.53883,0.20365
0.7,upper,1.64053,5.95,0.54628,0.22522
0.7,upper,1.67807,5.95,0.55335,0.24757
0.7,upper,1.71683,5.95,0.55997,0.27063
0.7,upper,1.75671,5.95,0.56609,0.29435
0.7,upper,1.79761,5.95,0.57164,0.31865
0.7,upper,1.8394,5.95,0.57657,0.34347
0.7,upper,1.88199,5.95,0.58083,0.36875
0.7,upper,1.92525,5.95,0.58439,0.3944
0.7,upper,1.96905,5.95,0.58721,0.42037
0.7,upper,2.01327,5.95,0.58926,0.44656
0.7,upper,2.0578,5.95,0.59052,0.47292
0.7,upper,2.10249,5.95,0.591,0.49936
0.7,upper,2.14722,5.95,0.59069,0.5258
0.7,upper,2.19186,5.95,0.58961,0.55217
0.7,upper,2.23628,5.95,0.58777,0.5784
0.7,upper,2.28035,5.95,0.5852,0.6044
0.7,upper,2.32393,5.95,0.58195,0.6301
0.7,upper,2.3669,5.95,0.57806,0.65543
0.7,upper,2.40914,5.95,0.57358,0.68031
0.7,upper,2.45052,5.95,0.56857,0.70467
0.7,upper,2.49093,5.95,0.5631,0.72844
0.7,upper,2.53024,5.95,0.55722,0.75156
0.7,upper,2.56834,5.95,0.55103,0.77396
0.7,upper,2.60514,5.95,0.54459,0.79557
0.7,upper,2.64052,5.95,0.53797,0.81635
0.7,upper,2.67439,5.95,0.53125,0.83623
0.7,upper,2.70666,5.95,0.52451,0.85517
0.7,upper,2.73724,5.95,0.51782,0.87311
0.7,upper,2.76606,5.95,0.51125,0.89001
0.7,upper,2.79304,5.95,0.50487,0.90582
0.7,upper,2.8181,5.95,0.49876,0.92051
0.7,upper,2.8412,5.95,0.49296,0.93404
0.7,upper,2.86226,5.95,0.48753,0.94638
0.7,upper,2.88124,5.95,0.48254,0.95749
0.7,upper,2.8981,5.95,0.47802,0.96736
0.7,upper,2.91279,5.95,0.47401,0.97596
0.7,upper,2.92528,5.95,0.47056,0.98327
0.7,upper,2.93554,5.95,0.4677,0.98928
0.7,upper,2.94354,5.95,0.46544,0.99396
0.7,upper,2.94927,5.95,0.46382,0.99731
0.7,upper,2.95271,5.95,0.46284,0.99933
0.7,upper,2.95386,5.95,0.46251,1.0
0.7,lower,1.265,5.95,0.40058,0.0
0.7,lower,1.26668,5.95,0.39448,0.00086
0.7,lower,1.27067,5.95,0.38856,0.00309
0.7,lower,1.27695,5.95,0.38281,0.00668
0.7,lower,1.28552,5.95,0.37723,0.01163
0.7,lower,1.29635,5.95,0.3718,0.01792
0.7,lower,1.30941,5.95,0.36653,0.02552
0.7,lower,1.32466,5.95,0.3614,0.03443
0.7,lower,1.34206,5.95,0.35641,0.04461
0.7,lower,1.36157,5.95,0.35159,0.05605
0.7,lower,1.38313,5.95,0.34693,0.06869
0.7,lower,1.40667,5.95,0.34245,0.08252
0.7,lower,1.43213,5.95,0.33817,0.09748
0.7,lower,1.45944,5.95,0.33411,0.11354
0.7,lower,1.48852,5.95,0.3303,0.13065
0.7,lower,1.51927,5.95,0.32676,0.14876
0.7,lower,1.55163,5.95,0.32354,0.16782
0.7,lower,1.58548,5.95,0.32066,0.18777
0.7,lower,1.62073,5.95,0.31815,0.20857
0.7,lower,1.65729,5.95,0.31606,0.23014
0.7,lower,1.69505,5.95,0.31441,0.25243
0.7,lower,1.7339,5.95,0.31323,0.27538
0.7,lower,1.77373,5.95,0.31254,0.29891
0.7,lower,1.81443,5.95,0.31238,0.32298
0.7,lower,1.8559,5.95,0.31276,0.34751
0.7,lower,1.89801,5.95,0.31368,0.37243
0.7,lower,1.94067,5.95,0.31517,0.39768
0.7,lower,1.98374,5.95,0.31721,0.4232
0.7,lower,2.02712,5.95,0.31979,0.44891
0.7,lower,2.0707,5.95,0.32292,0.47475
0.7,lower,2.11437,5.95,0.32656,0.50064
0.7,lower,2.158,5.95,0.33069,0.52654
0.7,lower,2.2015,5.95,0.33527,0.55236
0.7,lower,2.24474,5.95,0.34027,0.57804
0.7,lower,2.28763,5.95,0.34565,0.60351
0.7,lower,2.33005,5.95,0.35135,0.62872
0.7,lower,2.37189,5.95,0.35733,0.65359
0.7,lower,2.41305,5.95,0.36353,0.67806
0.7,lower,2.45342,5.95,0.3699,0.70207
0.7,lower,2.49289,5.95,0.37637,0.72555
0.7,lower,2.53136,5.95,0.38291,0.74844
0.7,lower,2.56873,5.95,0.38944,0.77068
0.7,lower,2.60491,5.95,0.39592,0.79221
0.7,lower,2.63977,5.95,0.40229,0.81297
0.7,lower,2.67325,5.95,0.40851,0.8329
0.7,lower,2.70522,5.95,0.41453,0.85194
0.7,lower,2.73562,5.95,0.42032,0.87004
0.7,lower,2.76434,5.95,0.42583,0.88714
0.7,lower,2.79131,5.95,0.43103,0.9032
0.7,lower,2.81643,5.95,0.4359,0.91816
0.7,lower,2.83965,5.95,0.4404,0.93199
0.7,lower,2.86088,5.95,0.44452,0.94463
0.7,lower,2.88006,5.95,0.44825,0.95605
0.7,lower,2.89713,5.95,0.45156,0.96622
0.7,lower,2.91203,5.95,0.45444,0.97509
0.7,lower,2.92473,5.95,0.4569,0.98265
0.7,lower,2.93517,5.95,0.45891,0.98887
