eta,surface,X_m,Y_m,Z_m,x_c
0.95,upper,2.9046,8.075,0.65794,0.87311
0.95,upper,2.92794,8.075,0.65294,0.89001
0.95,upper,2.94979,8.075,0.64807,0.90582
0.95,upper,2.9701,8.075,0.6434,0.92051
0.95,upper,2.98882,8.075,0.63896,0.93404
0.95,upper,3.00589,8.075,0.6348,0.94638
0.95,upper,3.02127,8.075,0.63097,0.95749
0.95,upper,3.03493,8.075,0.62749,0.96736
0.95,upper,3.04684,8.075,0.62442,0.97596
0.95,upper,3.05696,8.075,0.62176,0.98327
0.95,upper,3.06527,8.075,0.61956,0.98928
0.95,upper,3.07176,8.075,0.61782,0.99396
0.95,upper,3.07641,8.075,0.61657,0.99731
0.95,upper,3.0792,8.075,0.61581,0.99933
0.95,upper,3.08013,8.075,0.61556,1.0
0.95,lower,1.71682,8.075,0.54769,0.0
0.95,lower,1.71824,8.075,0.54278,0.00086
0.95,lower,1.72152,8.075,0.53804,0.00309
0.95,lower,1.72666,8.075,0.53347,0.00668
0.95,lower,1.73364,8.075,0.52905,0.01163
0.95,lower,1.74244,8.075,0.52478,0.01792
0.95,lower,1.75304,8.075,0.52066,0.02552
0.95,lower,1.76542,8.075,0.51667,0.03443
0.95,lower,1.77953,8.075,0.51284,0.04461
0.95,lower,1.79533,8.075,0.50914,0.05605
0.95,lower,1.81279,8.075,0.50561,0.06869
0.95,lower,1.83185,8.075,0.50224,0.08252
0.95,lower,1.85246,8.075,0.49905,0.09748
0.95,lower,1.87456,8.075,0.49606,0.11354
0.95,lower,1.89808,8.075,0.49329,0.13065
0.95,lower,1.92296,8.075,0.49076,0.14876
0.95,lower,1.94912,8.075,0.4885,0.16782
0.95,lower,1.97649,8.075,0.48653,0.18777
0.95,lower,2.00499,8.075,0.48488,0.20857
0.95,lower,2.03454,8.075,0.48358,0.23014
0.95,lower,2.06505,8.075,0.48264,0.25243
0.95,lower,2.09643,8.075,0.4821,0.27538
0.95,lower,2.12861,8.075,0.48197,0.29891
0.95,lower,2.16149,8.075,0.48227,0.32298
0.95,lower,2.19497,8.075,0.48301,0.34751
0.95,lower,2.22898,8.075,0.4842,0.37243
0.95,lower,2.26341,8.075,0.48585,0.39768
0.95,lower,2.29817,8.075,0.48795,0.4232
0.95,lower,2.33318,8.075,0.4905,0.44891
0.95,lower,2.36835,8.075,0.49349,0.47475
0.95,lower,2.40357,8.075,0.49689,0.50064
0.95,lower,2.43877,8.075,0.50068,0.52654
0.95,lower,2.47385,8.075,0.50485,0.55236
0.95,lower,2.50872,8.075,0.50934,0.57804
0.95,lower,2.5433,8.075,0.51414,0.60351
0.95,lower,2.5775,8.075,0.51919,0.62872
0.95,lower,2.61123,8.075,0.52446,0.65359
0.95,lower,2.6444,8.075,0.5299,0.67806
0.95,lower,2.67694,8.075,0.53547,0.70207
0.95,lower,2.70875,8.075,0.54112,0.72555
0.95,lower,2.73975,8.075,0.5468,0.74844
0.95,lower,2.76986,8.075,0.55247,0.77068
0.95,lower,2.79901,8.075,0.55809,0.79221
0.95,lower,2.8271,8.075,0.56361,0.81297
0.95,lower,2.85407,8.075,0.56898,0.8329
0.95,lower,2.87983,8.075,0.57419,0.85194
0.95,lower,2.90432,8.075,0.57918,0.87004
0.95,lower,2.92746,8.075,0.58393,0.88714
0.95,lower,2.94918,8.075,0.58842,0.9032
0.95,lower,2.96942,8.075,0.59261,0.91816
0.95,lower,2.98812,8.075,0.5965,0.93199
0.95,lower,3.00522,8.075,0.60005,0.94463
0.95,lower,3.02067,8.075,0.60326,0.95605
0.95,lower,3.03443,8.075,0.60612,0.96622
0.95,lower,3.04643,8.075,0.6086,0.97509
0.95,lower,3.05666,8.075,0.61072,0.98265
0.95,lower,3.06507,8.075,0.61246,0.98887
0.95,lower,3.07164,8.075,0.61381,0.99373
0.95,lower,3.07635,8.075,0.61478,0.99721
0.95,lower,3.07918,8.075,0.61537,0.9993
0.95,lower,3.08013,8.075,0.61556,1.0
1.0,upper,1.80718,8.5,0.57737,0.0
1.0,upper,1.80758,8.5,0.58222,0.00051
1.0,upper,1.80976,8.5,0.58726,0.00239
1.0,upper,1.81371,8.5,0.59249,0.00563
1.0,upper,1.81941,8.5,0.59793,0.01022
1.0,upper,1.82684,8.5,0.60356,0.01616
1.0,upper,1.83599,8.5,0.60938,0.02342
1.0,upper,1.84683,8.5,0.6154,0.03199
1.0,upper,1.85932,8.5,0.6216,0.04184
1.0,upper,1.87345,8.5,0.62796,0.05295
1.0,upper,1.88917,8.5,0.63447,0.06528
1.0,upper,1.90643,8.5,0.6411,0.07881
1.0,upper,1.92521,8.5,0.64782,0.0935
1.0,upper,1.94543,8.5,0.6546,0.10932
1.0,upper,1.96707,8.5,0.66139,0.12621
1.0,upper,1.99005,8.5,0.66815,0.14413
1.0,upper,2.01432,8.5,0.67484,0.16305
1.0,upper,2.03983,8.5,0.6814,0.18291
1.0,upper,2.06649,8.5,0.6878,0.20365
1.0,upper,2.09426,8.5,0.69397,0.22522
1.0,upper,2.12304,8.5,0.69986,0.24757
1.0,upper,2.15277,8.5,0.70542,0.27063
1.0,upper,2.18337,8.5,0.71061,0.29435
1.0,upper,2.21476,8.5,0.71537,0.31865
1.0,upper,2.24685,8.5,0.71967,0.34347
1.0,upper,2.27955,8.5,0.72346,0.36875
1.0,upper,2.31278,8.5,0.72672,0.3944
1.0,upper,2.34643,8.5,0.72941,0.42037
1.0,upper,2.38043,8.5,0.73153,0.44656
1.0,upper,2.41465,8.5,0.73304,0.47292
1.0,upper,2.44902,8.5,0.73395,0.49936
1.0,upper,2.48343,8.5,0.73425,0.5258
1.0,upper,2.51778,8.5,0.73395,0.55217
1.0,upper,2.55197,8.5,0.73307,0.5784
1.0,upper,2.58589,8.5,0.73163,0.6044
1.0,upper,2.61945,8.5,0.72966,0.6301
1.0,upper,2.65255,8.5,0.72719,0.65543
1.0,upper,2.68509,8.5,0.72425,0.68031
1.0,upper,2.71698,8.5,0.7209,0.70467
1.0,upper,2.74812,8.5,0.71718,0.72844
1.0,upper,2.77843,8.5,0.71314,0.75156
1.0,upper,2.80781,8.5,0.70883,0.77396
1.0,upper,2.83619,8.5,0.70432,0.79557
1.0,upper,2.86348,8.5,0.69965,0.81635
1.0,upper,2.88961,8.5,0.6949,0.83623
1.0,upper,2.91451,8.5,0.6901,0.85517
1.0,upper,2.93812,8.5,0.68533,0.87311
1.0,upper,2.96036,8.5,0.68062,0.89001
1.0,upper,2.98119,8.5,0.67605,0.90582
1.0,upper,3.00054,8.5,0.67164,0.92051
1.0,upper,3.01837,8.5,0.66746,0.93404
1.0,upper,3.03464,8.5,0.66354,0.94638
1.0,upper,3.0493,8.5,0.65993,0.95749
1.0,upper,3.06232,8.5,0.65666,0.96736
1.0,upper,3.07367,8.5,0.65376,0.97596
1.0,upper,3.08331,8.5,0.65125,0.98327
1.0,upper,3.09124,8.5,0.64917,0.98928
1.0,upper,3.09742,8.5,0.64754,0.99396
1.0,upper,3.10185,8.5,0.64636,0.99731
1.0,upper,3.10451,8.5,0.64564,0.99933
1.0,upper,3.10539,8.5,0.64541,1.0
1.0,lower,1.80718,8.5,0.57737,0.0
1.0,lower,1.80854,8.5,0.57269,0.00086
1.0,lower,1.81168,8.5,0.56819,0.00309
1.0,lower,1.81659,8.5,0.56385,0.00668
1.0,lower,1.82324,8.5,0.55966,0.01163
1.0,lower,1.83164,8.5,0.55561,0.01792
1.0,lower,1.84175,8.5,0.55171,0.02552
1.0,lower,1.85354,8.5,0.54795,0.03443
1.0,lower,1.86699,8.5,0.54433,0.04461
1.0,lower,1.88205,8.5,0.54085,0.05605
1.0,lower,1.89869,8.5,0.53753,0.06869
1.0,lower,1.91685,8.5,0.53437,0.08252
1.0,lower,1.93648,8.5,0.53138,0.09748
1.0,lower,1.95754,8.5,0.52859,0.11354
1.0,lower,1.97994,8.5,0.52601,0.13065
1.0,lower,2.00364,8.5,0.52366,0.14876
1.0,lower,2.02856,8.5,0.52157,0.16782
1.0,lower,2.05464,8.5,0.51977,0.18777
1.0,lower,2.08178,8.5,0.51827,0.20857
1.0,lower,2.10993,8.5,0.5171,0.23014
1.0,lower,2.13899,8.5,0.51628,0.25243
1.0,lower,2.16888,8.5,0.51585,0.27538
1.0,lower,2.19952,8.5,0.5158,0.29891
1.0,lower,2.23083,8.5,0.51617,0.32298
1.0,lower,2.26272,8.5,0.51696,0.34751
1.0,lower,2.2951,8.5,0.51818,0.37243
1.0,lower,2.32789,8.5,0.51984,0.39768
1.0,lower,2.361,8.5,0.52192,0.4232
1.0,lower,2.39433,8.5,0.52444,0.44891
1.0,lower,2.42781,8.5,0.52737,0.47475
1.0,lower,2.46135,8.5,0.5307,0.50064
1.0,lower,2.49486,8.5,0.5344,0.52654
1.0,lower,2.52826,8.5,0.53845,0.55236
1.0,lower,2.56147,8.5,0.54282,0.57804
1.0,lower,2.59439,8.5,0.54747,0.60351
1.0,lower,2.62694,8.5,0.55237,0.62872
1.0,lower,2.65905,8.5,0.55748,0.65359
1.0,lower,2.69063,8.5,0.56274,0.67806
1.0,lower,2.7216,8.5,0.56813,0.70207
1.0,lower,2.75189,8.5,0.57359,0.72555
1.0,lower,2.7814,8.5,0.57907,0.74844
1.0,lower,2.81006,8.5,0.58455,0.77068
1.0,lower,2.83781,8.5,0.58997,0.79221
1.0,lower,2.86455,8.5,0.59529,0.81297
1.0,lower,2.89022,8.5,0.60048,0.8329
1.0,lower,2.91474,8.5,0.6055,0.85194
1.0,lower,2.93805,8.5,0.61032,0.87004
1.0,lower,2.96007,8.5,0.6149,0.88714
1.0,lower,2.98075,8.5,0.61923,0.9032
1.0,lower,3.00002,8.5,0.62328,0.91816
1.0,lower,3.01782,8.5,0.62702,0.93199
1.0,lower,3.0341,8.5,0.63045,0.94463
1.0,lower,3.0488,8.5,0.63354,0.95605
1.0,lower,3.06189,8.5,0.6363,0.96622
1.0,lower,3.07332,8.5,0.6387,0.97509
1.0,lower,3.08306,8.5,0.64074,0.98265
1.0,lower,3.09106,8.5,0.64241,0.98887
1.0,lower,3.09732,8.5,0.64372,0.99373
1.0,lower,3.1018,8.5,0.64466,0.99721
1.0,lower,3.1045,8.5,0.64522,0.9993
1.0,lower,3.10539,8.5,0.64541,1.0
